,year,state,district,chloride,sdp,intercept,gini,region
376,2015,maharashtra,amravati,122.46,1452513.0,1,0.29,western_region
377,2016,maharashtra,amravati,122.57143,1596121.0,1,0.29,western_region
378,2017,maharashtra,amravati,143.4007,1661065.0,1,0.29,western_region
379,2018,maharashtra,amravati,71.875305,1728578.0,1,0.29,western_region
380,2000,gujarat,amreli,579.13043,187486.0647190792,1,0.19,western_region
381,2001,gujarat,amreli,765.75,202722.52060396783,1,0.19,western_region
382,2002,gujarat,amreli,1171.1818,220397.15650232672,1,0.19,western_region
383,2003,gujarat,amreli,,257104.347060995,1,0.19,western_region
384,2004,gujarat,amreli,439.1875,272449.2629108957,1,0.19,western_region
385,2005,gujarat,amreli,820.46429,311996.4362722108,1,0.19,western_region
386,2006,gujarat,amreli,467.66666,338383.36050177214,1,0.19,western_region
387,2007,gujarat,amreli,526.45715,378395.5156254638,1,0.19,western_region
388,2008,gujarat,amreli,479.2973,394570.23835956375,1,0.19,western_region
389,2009,gujarat,amreli,327.30768,450323.76586738543,1,0.19,western_region
390,2010,gujarat,amreli,455.82758,499605.5063968227,1,0.19,western_region
391,2011,gujarat,amreli,339.73685,532809.0,1,0.19,western_region
392,2012,gujarat,amreli,373.83871,596659.0,1,0.19,western_region
393,2013,gujarat,amreli,432.23077,641489.0,1,0.19,western_region
394,2014,gujarat,amreli,372.88571,705629.0,1,0.19,western_region
395,2015,gujarat,amreli,199.07317,774775.0,1,0.19,western_region
396,2016,gujarat,amreli,375.13159,843930.0,1,0.19,western_region
397,2017,gujarat,amreli,410.26828,946511.0,1,0.19,western_region
398,2018,gujarat,amreli,311.54999,1034399.0,1,0.19,western_region
399,2000,punjab,amritsar,53.169998,130870.00549422811,1,0.3,northern_region
400,2001,punjab,amritsar,28.0,132574.969948761,1,0.3,northern_region
401,2002,punjab,amritsar,37.621429,134833.06381928446,1,0.3,northern_region
402,2003,punjab,amritsar,,143252.23215855728,1,0.3,northern_region
403,2004,punjab,amritsar,23.92,150374.55025659368,1,0.3,northern_region
404,2005,punjab,amritsar,29.200001,157747.6323300751,1,0.3,northern_region
405,2006,punjab,amritsar,34.599998,174760.55643236218,1,0.3,northern_region
406,2007,punjab,amritsar,67.714287,189894.4098783096,1,0.3,northern_region
407,2008,punjab,amritsar,37.174999,200421.3967894764,1,0.3,northern_region
408,2009,punjab,amritsar,62.783333,213223.87539693547,1,0.3,northern_region
409,2010,punjab,amritsar,46.666668,226995.577251856,1,0.3,northern_region
410,2011,punjab,amritsar,66.599998,239227.0,1,0.3,northern_region
411,2012,punjab,amritsar,43.444443,251813.0,1,0.3,northern_region
412,2013,punjab,amritsar,51.0,267515.0,1,0.3,northern_region
413,2014,punjab,amritsar,61.777779,278485.0,1,0.3,northern_region
414,2015,punjab,amritsar,54.777779,294895.0,1,0.3,northern_region
415,2016,punjab,amritsar,55.68182,315783.0,1,0.3,northern_region
416,2017,punjab,amritsar,48.200001,335057.0,1,0.3,northern_region
417,2018,punjab,amritsar,65.583336,353942.0,1,0.3,northern_region
418,2000,uttarpradesh,amroha,25.0,351083.83971582167,1,0.24,central_region
419,2001,uttarpradesh,amroha,17.5,357470.77254969825,1,0.24,central_region
420,2002,uttarpradesh,amroha,,369037.9006500751,1,0.24,central_region
421,2003,uttarpradesh,amroha,,388468.5695531362,1,0.24,central_region
422,2004,uttarpradesh,amroha,85.0,407921.1791392405,1,0.24,central_region
423,2005,uttarpradesh,amroha,,431731.25103797467,1,0.24,central_region
424,2006,uttarpradesh,amroha,,466022.3453164557,1,0.24,central_region
425,2007,uttarpradesh,amroha,,495890.4340253165,1,0.24,central_region
426,2008,uttarpradesh,amroha,,533571.6164050633,1,0.24,central_region
427,2009,uttarpradesh,amroha,,566760.9320506329,1,0.24,central_region
428,2010,uttarpradesh,amroha,,612018.6082025316,1,0.24,central_region
429,2011,uttarpradesh,amroha,,645132.0,1,0.24,central_region
430,2012,uttarpradesh,amroha,,673552.0,1,0.24,central_region
431,2013,uttarpradesh,amroha,,707469.0,1,0.24,central_region
432,2014,uttarpradesh,amroha,,729686.0,1,0.24,central_region
433,2015,uttarpradesh,amroha,,792049.0,1,0.24,central_region
434,2016,uttarpradesh,amroha,108.66666,888453.0,1,0.24,central_region
435,2017,uttarpradesh,amroha,,922458.0,1,0.24,central_region
436,2018,uttarpradesh,amroha,115.96667,949184.0,1,0.24,central_region
437,2000,gujarat,anand,270.22223,187486.0647190792,1,0.21,western_region
438,2001,gujarat,anand,762.16669,202722.52060396783,1,0.21,western_region
439,2002,gujarat,anand,449.0,220397.15650232672,1,0.21,western_region
440,2003,gujarat,anand,,257104.347060995,1,0.21,western_region
441,2004,gujarat,anand,324.25,272449.2629108957,1,0.21,western_region
442,2005,gujarat,anand,684.22223,311996.4362722108,1,0.21,western_region
443,2006,gujarat,anand,264.60001,338383.36050177214,1,0.21,western_region
444,2007,gujarat,anand,418.0,378395.5156254638,1,0.21,western_region
445,2008,gujarat,anand,461.5,394570.23835956375,1,0.21,western_region
446,2009,gujarat,anand,395.33334,450323.76586738543,1,0.21,western_region
447,2010,gujarat,anand,245.75,499605.5063968227,1,0.21,western_region
448,2011,gujarat,anand,509.5,532809.0,1,0.21,western_region
449,2012,gujarat,anand,393.44446,596659.0,1,0.21,western_region
450,2013,gujarat,anand,304.60001,641489.0,1,0.21,western_region
451,2014,gujarat,anand,341.125,705629.0,1,0.21,western_region
452,2015,gujarat,anand,271.73334,774775.0,1,0.21,western_region
453,2016,gujarat,anand,296.70001,843930.0,1,0.21,western_region
454,2017,gujarat,anand,273.23077,946511.0,1,0.21,western_region
455,2018,gujarat,anand,338.0,1034399.0,1,0.21,western_region
456,2000,andhrapradesh,anantapur,263.62857,171093.79798343318,1,0.27,southern_region
457,2001,andhrapradesh,anantapur,248.588,178851.96877309735,1,0.27,southern_region
458,2002,andhrapradesh,anantapur,250.7048,182923.1418611468,1,0.27,southern_region
459,2003,andhrapradesh,anantapur,,200843.63400364132,1,0.27,southern_region
460,2004,andhrapradesh,anantapur,353.38889,215455.8737901584,1,0.27,southern_region
461,2005,andhrapradesh,anantapur,439.72726,227457.9878258872,1,0.27,southern_region
462,2006,andhrapradesh,anantapur,287.09091,251348.62002359648,1,0.27,southern_region
463,2007,andhrapradesh,anantapur,243.85185,282693.9814360441,1,0.27,southern_region
464,2008,andhrapradesh,anantapur,339.73077,289919.74396775843,1,0.27,southern_region
465,2009,andhrapradesh,anantapur,242.73914,309550.5308999029,1,0.27,southern_region
466,2010,andhrapradesh,anantapur,215.26923,330210.7804378922,1,0.27,southern_region
467,2011,andhrapradesh,anantapur,253.91667,339996.0,1,0.27,southern_region
468,2012,andhrapradesh,anantapur,171.83333,341335.0,1,0.27,southern_region
469,2013,andhrapradesh,anantapur,214.375,360239.0,1,0.27,southern_region
470,2014,andhrapradesh,anantapur,254.16667,397064.0,1,0.27,southern_region
471,2015,andhrapradesh,anantapur,272.44446,446997.0,1,0.27,southern_region
472,2016,andhrapradesh,anantapur,332.80646,477566.0,1,0.27,southern_region
473,2017,andhrapradesh,anantapur,307.43478,526626.0,1,0.27,southern_region
474,2018,andhrapradesh,anantapur,278.0,558862.0,1,0.27,southern_region
475,2000,jammuandkashmir,anantnag,,37710.04218241404,1,0.17,northern_region
476,2001,jammuandkashmir,anantnag,,38436.2253616112,1,0.17,northern_region
477,2002,jammuandkashmir,anantnag,,40392.58452347819,1,0.17,northern_region
478,2003,jammuandkashmir,anantnag,36.0,42468.16778939248,1,0.17,northern_region
479,2004,jammuandkashmir,anantnag,,44760.52215357458,1,0.17,northern_region
480,2005,jammuandkashmir,anantnag,,46834.049691085616,1,0.17,northern_region
481,2006,jammuandkashmir,anantnag,,49568.64624889674,1,0.17,northern_region
482,2007,jammuandkashmir,anantnag,,52629.93389232127,1,0.17,northern_region
483,2008,jammuandkashmir,anantnag,,55925.67043248014,1,0.17,northern_region
484,2009,jammuandkashmir,anantnag,,58635.28473080318,1,0.17,northern_region
485,2010,jammuandkashmir,anantnag,,61986.75092674316,1,0.17,northern_region
486,2011,jammuandkashmir,anantnag,,65319.0,1,0.17,northern_region
487,2012,jammuandkashmir,anantnag,14.0,67316.0,1,0.17,northern_region
488,2013,jammuandkashmir,anantnag,36.0,70536.0,1,0.17,northern_region
489,2014,jammuandkashmir,anantnag,53.0,67154.0,1,0.17,northern_region
490,2015,jammuandkashmir,anantnag,10.4,80602.0,1,0.17,northern_region
491,2016,jammuandkashmir,anantnag,46.0,82636.0,1,0.17,northern_region
492,2017,jammuandkashmir,anantnag,,87591.0,1,0.17,northern_region
493,2018,jammuandkashmir,anantnag,,93072.0,1,0.17,northern_region
494,2000,madhyapradesh,anuppur,,142623.92245088037,1,0.37,central_region
495,2001,madhyapradesh,anuppur,32.23077,152826.6075400632,1,0.37,central_region
496,2002,madhyapradesh,anuppur,43.384617,144856.76138662823,1,0.37,central_region
497,2003,madhyapradesh,anuppur,,161106.27345013304,1,0.37,central_region
498,2004,madhyapradesh,anuppur,56.222221,166392.43950471698,1,0.37,central_region
499,2005,madhyapradesh,anuppur,40.700001,174775.328567217,1,0.37,central_region
500,2006,madhyapradesh,anuppur,38.700001,190708.6450176887,1,0.37,central_region
501,2007,madhyapradesh,anuppur,53.200001,199720.8751061321,1,0.37,central_region
502,2008,madhyapradesh,anuppur,,224971.1026179245,1,0.37,central_region
503,2009,madhyapradesh,anuppur,35.153847,246297.10579599056,1,0.37,central_region
504,2010,madhyapradesh,anuppur,54.333332,259230.23037146227,1,0.37,central_region
505,2011,madhyapradesh,anuppur,25.424999,282371.0,1,0.37,central_region
506,2012,madhyapradesh,anuppur,64.016312,306853.0,1,0.37,central_region
507,2013,madhyapradesh,anuppur,54.533333,322598.0,1,0.37,central_region
508,2014,madhyapradesh,anuppur,44.0,339247.0,1,0.37,central_region
509,2015,madhyapradesh,anuppur,41.125,370716.0,1,0.37,central_region
510,2016,madhyapradesh,anuppur,39.625,419465.0,1,0.37,central_region
511,2017,madhyapradesh,anuppur,34.619049,441956.0,1,0.37,central_region
512,2018,madhyapradesh,anuppur,58.4375,482361.0,1,0.37,central_region
513,2000,bihar,araria,,110615.1637047949,1,0.23,eastern_region
514,2001,bihar,araria,,104271.73783034184,1,0.23,eastern_region
515,2002,bihar,araria,,117457.4875518244,1,0.23,eastern_region
516,2003,bihar,araria,,109883.30924089148,1,0.23,eastern_region
517,2004,bihar,araria,43.0,123786.48249318644,1,0.23,eastern_region
518,2005,bihar,araria,41.0,120702.7141776237,1,0.23,eastern_region
519,2006,bihar,araria,,141592.2454273824,1,0.23,eastern_region
520,2007,bihar,araria,71.0,148922.3697701531,1,0.23,eastern_region
521,2008,bihar,araria,66.0,171625.46728329768,1,0.23,eastern_region
522,2009,bihar,araria,,179835.9122150076,1,0.23,eastern_region
523,2010,bihar,araria,,207295.21074574773,1,0.23,eastern_region
524,2011,bihar,araria,24.85,228497.0,1,0.23,eastern_region
525,2012,bihar,araria,39.700001,236933.0,1,0.23,eastern_region
526,2013,bihar,araria,17.725,246915.0,1,0.23,eastern_region
527,2014,bihar,araria,,255739.0,1,0.23,eastern_region
528,2015,bihar,araria,,269200.0,1,0.23,eastern_region
529,2016,bihar,araria,50.826,289265.0,1,0.23,eastern_region
530,2017,bihar,araria,,312605.0,1,0.23,eastern_region
531,2018,bihar,araria,,345545.0,1,0.23,eastern_region
532,2000,tamilnadu,ariyalur,60.0,288498.3205747694,1,0.24,southern_region
533,2001,tamilnadu,ariyalur,122.0,282908.6927283517,1,0.24,southern_region
534,2002,tamilnadu,ariyalur,,284324.36644762417,1,0.24,southern_region
535,2003,tamilnadu,ariyalur,,302043.121385615,1,0.24,southern_region
536,2004,tamilnadu,ariyalur,145.5,337921.3167903381,1,0.24,southern_region
537,2005,tamilnadu,ariyalur,173.5,386683.4090471607,1,0.24,southern_region
538,2006,tamilnadu,ariyalur,145.5,447233.3527585457,1,0.24,southern_region
539,2007,tamilnadu,ariyalur,162.66667,475248.4774441926,1,0.24,southern_region
540,2008,tamilnadu,ariyalur,,500384.2601757273,1,0.24,southern_region
541,2009,tamilnadu,ariyalur,116.0,552763.8529603527,1,0.24,southern_region
542,2010,tamilnadu,ariyalur,148.33333,628152.0055419293,1,0.24,southern_region
543,2011,tamilnadu,ariyalur,321.0,674478.0,1,0.24,southern_region
544,2012,tamilnadu,ariyalur,349.33334,709343.0,1,0.24,southern_region
545,2013,tamilnadu,ariyalur,222.0,750416.0,1,0.24,southern_region
546,2014,tamilnadu,ariyalur,,791915.0,1,0.24,southern_region
547,2015,tamilnadu,ariyalur,77.666664,862437.0,1,0.24,southern_region
548,2016,tamilnadu,ariyalur,396.04599,922084.0,1,0.24,southern_region
549,2017,tamilnadu,ariyalur,251.69501,1000308.0,1,0.24,southern_region
550,2018,tamilnadu,ariyalur,267.05667,1071602.0,1,0.24,southern_region
551,2000,bihar,arwal,,110615.1637047949,1,0.21,eastern_region
552,2001,bihar,arwal,54.75,104271.73783034184,1,0.21,eastern_region
553,2002,bihar,arwal,,117457.4875518244,1,0.21,eastern_region
554,2003,bihar,arwal,,109883.30924089148,1,0.21,eastern_region
555,2004,bihar,arwal,,123786.48249318644,1,0.21,eastern_region
556,2005,bihar,arwal,55.0,120702.7141776237,1,0.21,eastern_region
557,2006,bihar,arwal,,141592.2454273824,1,0.21,eastern_region
558,2007,bihar,arwal,41.333332,148922.3697701531,1,0.21,eastern_region
559,2008,bihar,arwal,38.0,171625.46728329768,1,0.21,eastern_region
560,2009,bihar,arwal,,179835.9122150076,1,0.21,eastern_region
561,2010,bihar,arwal,52.0,207295.21074574773,1,0.21,eastern_region
562,2011,bihar,arwal,78.0,228497.0,1,0.21,eastern_region
563,2012,bihar,arwal,43.970398,236933.0,1,0.21,eastern_region
564,2013,bihar,arwal,46.099998,246915.0,1,0.21,eastern_region
565,2014,bihar,arwal,,255739.0,1,0.21,eastern_region
566,2015,bihar,arwal,,269200.0,1,0.21,eastern_region
567,2016,bihar,arwal,44.661999,289265.0,1,0.21,eastern_region
568,2017,bihar,arwal,,312605.0,1,0.21,eastern_region
569,2018,bihar,arwal,,345545.0,1,0.21,eastern_region
570,2000,madhyapradesh,ashoknagar,83.833336,142623.92245088037,1,0.18,central_region
571,2001,madhyapradesh,ashoknagar,54.0,152826.6075400632,1,0.18,central_region
572,2002,madhyapradesh,ashoknagar,57.5,144856.76138662823,1,0.18,central_region
573,2003,madhyapradesh,ashoknagar,,161106.27345013304,1,0.18,central_region
574,2004,madhyapradesh,ashoknagar,133.0,166392.43950471698,1,0.18,central_region
575,2005,madhyapradesh,ashoknagar,105.18182,174775.328567217,1,0.18,central_region
576,2006,madhyapradesh,ashoknagar,181.0,190708.6450176887,1,0.18,central_region
577,2007,madhyapradesh,ashoknagar,77.571426,199720.8751061321,1,0.18,central_region
578,2008,madhyapradesh,ashoknagar,186.0,224971.1026179245,1,0.18,central_region
579,2009,madhyapradesh,ashoknagar,80.090912,246297.10579599056,1,0.18,central_region
580,2010,madhyapradesh,ashoknagar,61.090908,259230.23037146227,1,0.18,central_region
581,2011,madhyapradesh,ashoknagar,60.81818,282371.0,1,0.18,central_region
582,2012,madhyapradesh,ashoknagar,101.4046,306853.0,1,0.18,central_region
583,2013,madhyapradesh,ashoknagar,65.554504,322598.0,1,0.18,central_region
584,2014,madhyapradesh,ashoknagar,97.25,339247.0,1,0.18,central_region
585,2015,madhyapradesh,ashoknagar,,370716.0,1,0.18,central_region
586,2016,madhyapradesh,ashoknagar,72.07692,419465.0,1,0.18,central_region
587,2017,madhyapradesh,ashoknagar,116.80952,441956.0,1,0.18,central_region
588,2018,madhyapradesh,ashoknagar,64.769234,482361.0,1,0.18,central_region
589,2000,uttarpradesh,auraiya,131.16667,351083.83971582167,1,0.19,central_region
590,2001,uttarpradesh,auraiya,113.6,357470.77254969825,1,0.19,central_region
591,2002,uttarpradesh,auraiya,121.8,369037.9006500751,1,0.19,central_region
592,2003,uttarpradesh,auraiya,,388468.5695531362,1,0.19,central_region
593,2004,uttarpradesh,auraiya,47.0,407921.1791392405,1,0.19,central_region
594,2005,uttarpradesh,auraiya,106.0,431731.25103797467,1,0.19,central_region
595,2006,uttarpradesh,auraiya,,466022.3453164557,1,0.19,central_region
596,2007,uttarpradesh,auraiya,,495890.4340253165,1,0.19,central_region
597,2008,uttarpradesh,auraiya,,533571.6164050633,1,0.19,central_region
598,2009,uttarpradesh,auraiya,,566760.9320506329,1,0.19,central_region
599,2010,uttarpradesh,auraiya,,612018.6082025316,1,0.19,central_region
600,2011,uttarpradesh,auraiya,,645132.0,1,0.19,central_region
601,2012,uttarpradesh,auraiya,,673552.0,1,0.19,central_region
602,2013,uttarpradesh,auraiya,,707469.0,1,0.19,central_region
603,2014,uttarpradesh,auraiya,,729686.0,1,0.19,central_region
604,2015,uttarpradesh,auraiya,,792049.0,1,0.19,central_region
605,2016,uttarpradesh,auraiya,37.166668,888453.0,1,0.19,central_region
606,2017,uttarpradesh,auraiya,,922458.0,1,0.19,central_region
607,2018,uttarpradesh,auraiya,85.910004,949184.0,1,0.19,central_region
608,2000,bihar,aurangabad,158.57143,110615.1637047949,1,0.19,eastern_region
609,2000,bihar,aurangabad,158.57143,110615.1637047949,1,0.28,eastern_region
610,2000,bihar,aurangabad,158.57143,110615.1637047949,1,0.19,eastern_region
611,2000,bihar,aurangabad,158.57143,110615.1637047949,1,0.28,eastern_region
612,2001,maharashtra,aurangabad,197.63637,478508.99779191246,1,0.19,western_region
613,2001,maharashtra,aurangabad,197.63637,478508.99779191246,1,0.28,western_region
614,2001,maharashtra,aurangabad,197.63637,478508.99779191246,1,0.19,western_region
615,2001,maharashtra,aurangabad,197.63637,478508.99779191246,1,0.28,western_region
616,2002,maharashtra,aurangabad,174.66667,511507.574365965,1,0.19,western_region
617,2002,maharashtra,aurangabad,174.66667,511507.574365965,1,0.28,western_region
618,2002,maharashtra,aurangabad,174.66667,511507.574365965,1,0.19,western_region
619,2002,maharashtra,aurangabad,174.66667,511507.574365965,1,0.28,western_region
620,2003,maharashtra,aurangabad,,551013.221724762,1,0.19,western_region
621,2003,maharashtra,aurangabad,,551013.221724762,1,0.28,western_region
622,2003,maharashtra,aurangabad,,551013.221724762,1,0.19,western_region
623,2003,maharashtra,aurangabad,,551013.221724762,1,0.28,western_region
624,2004,maharashtra,aurangabad,98.727272,599028.1154943785,1,0.19,western_region
625,2004,maharashtra,aurangabad,98.727272,599028.1154943785,1,0.28,western_region
626,2004,maharashtra,aurangabad,98.727272,599028.1154943785,1,0.19,western_region
627,2004,maharashtra,aurangabad,98.727272,599028.1154943785,1,0.28,western_region
628,2005,bihar,aurangabad,94.25573,120702.7141776237,1,0.19,eastern_region
