,year,state,district,chloride,sdp,ginivalue
1627,2012,rajasthan,bikaner,449.39026,409802.0,0.29
1628,2013,rajasthan,bikaner,542.62067,434292.0,0.29
1629,2014,rajasthan,bikaner,385.39999,465408.0,0.29
1630,2015,rajasthan,bikaner,481.73914,501922.0,0.29
1631,2016,rajasthan,bikaner,133.11765,529650.0,0.29
1632,2017,rajasthan,bikaner,328.5,557618.0,0.29
1633,2018,rajasthan,bikaner,550.77777,568102.0,0.29
1634,2000,chhattisgarh,bilaspur,,29509.193485674223,0.32
1635,2000,chhattisgarh,bilaspur,,29509.193485674223,0.38
1636,2001,chhattisgarh,bilaspur,56.031036,33639.05602830099,0.32
1637,2001,chhattisgarh,bilaspur,56.031036,33639.05602830099,0.38
1638,2002,chhattisgarh,bilaspur,75.35714,33070.55690473914,0.32
1639,2002,chhattisgarh,bilaspur,75.35714,33070.55690473914,0.38
1640,2003,chhattisgarh,bilaspur,,39283.15753577461,0.32
1641,2003,chhattisgarh,bilaspur,,39283.15753577461,0.38
1642,2004,chhattisgarh,bilaspur,38.416668,85010.50532014725,0.32
1643,2004,chhattisgarh,bilaspur,38.416668,85010.50532014725,0.38
1644,2005,chhattisgarh,bilaspur,41.4375,86399.03557352198,0.32
1645,2005,chhattisgarh,bilaspur,41.4375,86399.03557352198,0.38
1646,2006,chhattisgarh,bilaspur,38.400002,102835.45434201977,0.32
1647,2006,chhattisgarh,bilaspur,38.400002,102835.45434201977,0.38
1648,2007,chhattisgarh,bilaspur,58.8125,111148.14951274091,0.32
1649,2007,chhattisgarh,bilaspur,58.8125,111148.14951274091,0.38
1650,2008,chhattisgarh,bilaspur,74.558823,118439.98738179455,0.32
1651,2008,chhattisgarh,bilaspur,74.558823,118439.98738179455,0.38
1652,2009,chhattisgarh,bilaspur,41.583332,121728.50355879591,0.32
1653,2009,chhattisgarh,bilaspur,41.583332,121728.50355879591,0.38
1654,2010,chhattisgarh,bilaspur,,133465.28146971774,0.32
1655,2010,chhattisgarh,bilaspur,,133465.28146971774,0.38
1656,2011,chhattisgarh,bilaspur,,142273,0.32
1657,2011,chhattisgarh,bilaspur,,142273,0.38
1658,2012,chhattisgarh,bilaspur,58.075001,148760,0.32
1659,2012,chhattisgarh,bilaspur,58.075001,148760,0.38
1660,2013,chhattisgarh,bilaspur,75.53968,163494,0.32
1661,2013,chhattisgarh,bilaspur,75.53968,163494,0.38
1662,2014,chhattisgarh,bilaspur,73.653229,165354,0.32
1663,2014,chhattisgarh,bilaspur,73.653229,165354,0.38
1664,2015,chhattisgarh,bilaspur,71.370003,168879,0.32
1665,2015,chhattisgarh,bilaspur,71.370003,168879,0.38
1666,2016,chhattisgarh,bilaspur,63.468025,187541,0.32
1667,2016,chhattisgarh,bilaspur,63.468025,187541,0.38
1668,2017,chhattisgarh,bilaspur,47.945049,194073,0.32
1669,2017,chhattisgarh,bilaspur,47.945049,194073,0.38
1670,2018,chhattisgarh,bilaspur,53.605293,209211,0.32
1671,2018,chhattisgarh,bilaspur,53.605293,209211,0.38
1672,2000,westbengal,birbhum,122.10714,151670.25274630595,0.24
1673,2001,westbengal,birbhum,104.56522,162623.54624563822,0.24
1674,2002,westbengal,birbhum,82.208336,168323.56252961702,0.24
1675,2003,westbengal,birbhum,,178213.80416146124,0.24
1676,2004,westbengal,birbhum,84.175003,310686.6999675226,0.24
1677,2005,westbengal,birbhum,80.73333,330248.80030542583,0.24
1678,2006,westbengal,birbhum,,356170.8313006164,0.24
1679,2007,westbengal,birbhum,85.82,383881.49060919316,0.24
1680,2008,westbengal,birbhum,14.0,399354.5969692363,0.24
1681,2009,westbengal,birbhum,86.122452,430366.20743387047,0.24
1682,2010,westbengal,birbhum,118.78571,456461.5424521131,0.24
1683,2011,westbengal,birbhum,119.14286,473205,0.24
1684,2012,westbengal,birbhum,147.36667,492901,0.24
1685,2013,westbengal,birbhum,95.794121,503952,0.24
1686,2014,westbengal,birbhum,,515702,0.24
1687,2015,westbengal,birbhum,,546988,0.24
1688,2016,westbengal,birbhum,106.92453,584911,0.24
1689,2017,westbengal,birbhum,128.58824,623787,0.24
1690,2018,westbengal,birbhum,178.8667,659288,0.24
1691,2000,jharkhand,bokaro,,38351.464729165535,0.29
1692,2001,jharkhand,bokaro,,40993.76457192431,0.29
1693,2002,jharkhand,bokaro,,42141.58997993819,0.29
1694,2003,jharkhand,bokaro,,45330.473350322616,0.29
1695,2004,jharkhand,bokaro,143.28572,90933.9477275846,0.29
1696,2005,jharkhand,bokaro,120.0,86858.23663560263,0.29
1697,2006,jharkhand,bokaro,119.66666,88313.3580473321,0.29
1698,2007,jharkhand,bokaro,148.39999,107985.77685043102,0.29
1699,2008,jharkhand,bokaro,120.75,103644.40755018276,0.29
1700,2009,jharkhand,bokaro,136.2,113915.95362850404,0.29
1701,2010,jharkhand,bokaro,138.27,130487.88405254688,0.29
1702,2011,jharkhand,bokaro,115.07,137383.0,0.29
1703,2012,jharkhand,bokaro,180.0,149526.0,0.29
1704,2013,jharkhand,bokaro,152.42857,150609.0,0.29
1705,2014,jharkhand,bokaro,,170568.0,0.29
1706,2015,jharkhand,bokaro,,158231.0,0.29
1707,2016,jharkhand,bokaro,,176363.0,0.29
1708,2017,jharkhand,bokaro,,191573.0,0.29
1709,2018,jharkhand,bokaro,,208701.0,0.29
1710,2000,assam,bongaigaon,,39496.2022342949,0.27
1711,2001,assam,bongaigaon,,40515.46682990282,0.27
1712,2002,assam,bongaigaon,,42970.36621011554,0.27
1713,2003,assam,bongaigaon,,45614.1965720407,0.27
1714,2004,assam,bongaigaon,,91169.23716052703,0.27
1715,2005,assam,bongaigaon,,93915.07735054225,0.27
1716,2006,assam,bongaigaon,,98156.54055749753,0.27
1717,2007,assam,bongaigaon,,102351.6278569508,0.27
1718,2008,assam,bongaigaon,,108448.12736398673,0.27
1719,2009,assam,bongaigaon,,118440.20310119208,0.27
1720,2010,assam,bongaigaon,,124268.10881061218,0.27
1721,2011,assam,bongaigaon,,129354,0.27
1722,2012,assam,bongaigaon,,132518,0.27
1723,2013,assam,bongaigaon,,138725,0.27
1724,2014,assam,bongaigaon,28.35,146425,0.27
1725,2015,assam,bongaigaon,49.977779,167629,0.27
1726,2016,assam,bongaigaon,29.111223,179632,0.27
1727,2017,assam,bongaigaon,,195262,0.27
1728,2018,assam,bongaigaon,40.767502,204627,0.27
1729,2000,odisha,boudh,106.92308,49818.93339866719,0.19
1730,2001,odisha,boudh,,52851.8305370443,0.19
1731,2002,odisha,boudh,103.34724,52472.052116816936,0.19
1732,2003,odisha,boudh,,60134.24831438652,0.19
1733,2004,odisha,boudh,86.217392,133986.11438993324,0.19
1734,2005,odisha,boudh,,139933.87047902113,0.19
1735,2006,odisha,boudh,,157355.39593546148,0.19
1736,2007,odisha,boudh,,170849.19512100978,0.19
1737,2008,odisha,boudh,123.54125,183688.7017215425,0.19
1738,2009,odisha,boudh,86.959999,185166.77232022237,0.19
1739,2010,odisha,boudh,,196839.58852819703,0.19
1740,2011,odisha,boudh,,204226.0,0.19
1741,2012,odisha,boudh,80.762497,216301.0,0.19
1742,2013,odisha,boudh,141.93939,233122.0,0.19
1743,2014,odisha,boudh,93.406281,235931.0,0.19
1744,2015,odisha,boudh,205.04167,253192.0,0.19
1745,2016,odisha,boudh,107.30232,293348.0,0.19
1746,2017,odisha,boudh,112.17949,316192.0,0.19
1747,2018,odisha,boudh,88.348839,338339.0,0.19
1748,2000,uttarpradesh,budaun,62.5,198838.77708154044,0.22
1749,2001,uttarpradesh,budaun,,202456.06096170397,0.22
1750,2002,uttarpradesh,budaun,28.0,209007.1844987091,0.22
1751,2003,uttarpradesh,budaun,,220011.87912005163,0.22
1752,2004,uttarpradesh,budaun,,407921.1791392405,0.22
1753,2005,uttarpradesh,budaun,64.008331,431731.25103797467,0.22
1754,2006,uttarpradesh,budaun,,466022.3453164557,0.22
1755,2007,uttarpradesh,budaun,,495890.4340253165,0.22
1756,2008,uttarpradesh,budaun,,533571.6164050633,0.22
1757,2009,uttarpradesh,budaun,,566760.9320506329,0.22
1758,2010,uttarpradesh,budaun,,612018.6082025316,0.22
1759,2011,uttarpradesh,budaun,,645132.0,0.22
1760,2012,uttarpradesh,budaun,,673552.0,0.22
1761,2013,uttarpradesh,budaun,,707469.0,0.22
1762,2014,uttarpradesh,budaun,,729686.0,0.22
1763,2015,uttarpradesh,budaun,,792049.0,0.22
1764,2016,uttarpradesh,budaun,28.366667,888453.0,0.22
1765,2017,uttarpradesh,budaun,,922458.0,0.22
1766,2018,uttarpradesh,budaun,35.857143,949184.0,0.22
1767,2000,uttarpradesh,bulandshahr,,198838.77708154044,0.26
1768,2001,uttarpradesh,bulandshahr,43.0,202456.06096170397,0.26
1769,2002,uttarpradesh,bulandshahr,,209007.1844987091,0.26
1770,2003,uttarpradesh,bulandshahr,,220011.87912005163,0.26
1771,2004,uttarpradesh,bulandshahr,16.328571,407921.1791392405,0.26
1772,2005,uttarpradesh,bulandshahr,103.0,431731.25103797467,0.26
1773,2006,uttarpradesh,bulandshahr,,466022.3453164557,0.26
1774,2007,uttarpradesh,bulandshahr,,495890.4340253165,0.26
1775,2008,uttarpradesh,bulandshahr,,533571.6164050633,0.26
1776,2009,uttarpradesh,bulandshahr,,566760.9320506329,0.26
1777,2010,uttarpradesh,bulandshahr,,612018.6082025316,0.26
1778,2011,uttarpradesh,bulandshahr,,645132.0,0.26
1779,2012,uttarpradesh,bulandshahr,,673552.0,0.26
1780,2013,uttarpradesh,bulandshahr,,707469.0,0.26
1781,2014,uttarpradesh,bulandshahr,,729686.0,0.26
1782,2015,uttarpradesh,bulandshahr,,792049.0,0.26
1783,2016,uttarpradesh,bulandshahr,34.366665,888453.0,0.26
1784,2017,uttarpradesh,bulandshahr,,922458.0,0.26
1785,2018,uttarpradesh,bulandshahr,68.064003,949184.0,0.26
1786,2000,rajasthan,bundi,131.875,89371.55071037647,0.24
1787,2001,rajasthan,bundi,94.428574,99548.5797556526,0.24
1788,2002,rajasthan,bundi,219.3,87589.44980927635,0.24
1789,2003,rajasthan,bundi,,115459.2164519874,0.24
1790,2004,rajasthan,bundi,109.07143,219623.783673409,0.24
1791,2005,rajasthan,bundi,330.44446,234376.38095379013,0.24
1792,2006,rajasthan,bundi,273.375,261962.91892931657,0.24
1793,2007,rajasthan,bundi,154.0,273897.97681369574,0.24
1794,2008,rajasthan,bundi,100.5,296931.6051077934,0.24
1795,2009,rajasthan,bundi,138.15384,314236.5616057293,0.24
1796,2010,rajasthan,bundi,181.45454,361436.6835150852,0.24
1797,2011,rajasthan,bundi,148.08333,395331.0,0.24
1798,2012,rajasthan,bundi,264.25,409802.0,0.24
1799,2013,rajasthan,bundi,272.63635,434292.0,0.24
1800,2014,rajasthan,bundi,321.33334,465408.0,0.24
1801,2015,rajasthan,bundi,208.69231,501922.0,0.24
1802,2016,rajasthan,bundi,246.15384,529650.0,0.24
1803,2017,rajasthan,bundi,301.46155,557618.0,0.24
1804,2018,rajasthan,bundi,200.0,568102.0,0.24
1805,2000,madhyapradesh,burhanpur,76.333336,85663.95716156869,0.23
1806,2001,madhyapradesh,burhanpur,53.75,91791.97806713408,0.23
1807,2002,madhyapradesh,burhanpur,94.5,87005.063307394,0.23
1808,2003,madhyapradesh,burhanpur,,96764.9793255772,0.23
1809,2004,madhyapradesh,burhanpur,36.666668,166392.43950471698,0.23
1810,2005,madhyapradesh,burhanpur,61.714287,174775.328567217,0.23
1811,2006,madhyapradesh,burhanpur,91.444443,190708.6450176887,0.23
1812,2007,madhyapradesh,burhanpur,98.0,199720.8751061321,0.23
1813,2008,madhyapradesh,burhanpur,35.0,224971.1026179245,0.23
1814,2009,madhyapradesh,burhanpur,72.466667,246297.10579599056,0.23
1815,2010,madhyapradesh,burhanpur,76.199997,259230.23037146227,0.23
1816,2011,madhyapradesh,burhanpur,77.083336,282371.0,0.23
1817,2012,madhyapradesh,burhanpur,112.82727,306853.0,0.23
1818,2013,madhyapradesh,burhanpur,116.45617,322598.0,0.23
1819,2014,madhyapradesh,burhanpur,138.36,339247.0,0.23
1820,2015,madhyapradesh,burhanpur,74.0,370716.0,0.23
1821,2016,madhyapradesh,burhanpur,63.933334,419465.0,0.23
1822,2017,madhyapradesh,burhanpur,91.715042,441956.0,0.23
1823,2018,madhyapradesh,burhanpur,88.497551,482361.0,0.23
1824,2000,bihar,buxar,,62700.9834624032,0.23
1825,2001,bihar,buxar,,59105.28258805895,0.23
1826,2002,bihar,buxar,,66579.47914064451,0.23
1827,2003,bihar,buxar,,62286.13984511616,0.23
1828,2004,bihar,buxar,118.66666,123786.48249318644,0.23
1829,2005,bihar,buxar,46.0,120702.7141776237,0.23
1830,2006,bihar,buxar,,141592.2454273824,0.23
1831,2007,bihar,buxar,73.0,148922.3697701531,0.23
1832,2008,bihar,buxar,73.0,171625.46728329768,0.23
1833,2009,bihar,buxar,65.5,179835.9122150076,0.23
1834,2010,bihar,buxar,78.25,207295.21074574775,0.23
1835,2011,bihar,buxar,78.25,228497.0,0.23
1836,2012,bihar,buxar,199.22501,236933.0,0.23
1837,2013,bihar,buxar,173.70001,246915.0,0.23
1838,2014,bihar,buxar,,255739.0,0.23
1839,2015,bihar,buxar,,269200.0,0.23
1840,2016,bihar,buxar,40.863636,289265.0,0.23
1841,2017,bihar,buxar,,312605.0,0.23
1842,2018,bihar,buxar,,345545.0,0.23
1843,2000,assam,cachar,,39496.2022342949,0.19
1844,2001,assam,cachar,,40515.46682990282,0.19
1845,2002,assam,cachar,,42970.36621011554,0.19
1846,2003,assam,cachar,,45614.1965720407,0.19
1847,2004,assam,cachar,,91169.23716052703,0.19
1848,2005,assam,cachar,,93915.07735054225,0.19
1849,2006,assam,cachar,,98156.54055749753,0.19
1850,2007,assam,cachar,,102351.6278569508,0.19
1851,2008,assam,cachar,,108448.12736398673,0.19
1852,2009,assam,cachar,,118440.20310119208,0.19
1853,2010,assam,cachar,,124268.10881061218,0.19
1854,2011,assam,cachar,,129354,0.19
1855,2012,assam,cachar,,132518,0.19
1856,2013,assam,cachar,,138725,0.19
1857,2014,assam,cachar,52.509998,146425,0.19
1858,2015,assam,cachar,119.7375,167629,0.19
1859,2016,assam,cachar,34.822598,179632,0.19
1860,2017,assam,cachar,41.023335,195262,0.19
1861,2018,assam,cachar,121.948,204627,0.19
1862,2000,delhi,central,109.5,72493.35639545762,
1863,2001,delhi,central,120.5,75281.19538277753,
1864,2002,delhi,central,114.0,81050.45435311389,
1865,2003,delhi,central,,85467.3728464716,
1866,2004,delhi,central,,164909.1092949392,
1867,2005,delhi,central,164.0,181895.0069720344,
1868,2006,delhi,central,116.0,204478.45088035768,
1869,2007,delhi,central,,227528.50206394357,
1870,2008,delhi,central,232.5,255869.67082037605,
1871,2009,delhi,central,,276907.04286141146,
1872,2010,delhi,central,255.0,299873.5225927115,
1873,2000,karnataka,chamarajanagara,,123475.89290822136,0.25
1874,2001,karnataka,chamarajanagara,104.75,125714.11024368026,0.25
1875,2002,karnataka,chamarajanagara,196.11111,132457.2141653382,0.25
1876,2003,karnataka,chamarajanagara,,135036.8544841722,0.25
1877,2004,karnataka,chamarajanagara,200.77777,332758.6518626028,0.25
1878,2005,karnataka,chamarajanagara,250.5,366994.563425254,0.25
1879,2006,karnataka,chamarajanagara,141.22223,405152.5474600871,0.25
1880,2007,karnataka,chamarajanagara,118.7,455994.0619254959,0.25
1881,2008,karnataka,chamarajanagara,,488433.38238993706,0.25
1882,2009,karnataka,chamarajanagara,128.10527,488554.19922593125,0.25
1883,2010,karnataka,chamarajanagara,49.416668,538791.629511369,0.25
1884,2011,karnataka,chamarajanagara,,554952.0,0.25
1885,2012,karnataka,chamarajanagara,141.05556,593192.0,0.25
1886,2013,karnataka,chamarajanagara,108.75,646787.0,0.25
1887,2014,karnataka,chamarajanagara,177.5,671283.0,0.25
1888,2015,karnataka,chamarajanagara,,749952.0,0.25
1889,2016,karnataka,chamarajanagara,178.756,851394.0,0.25
1890,2017,karnataka,chamarajanagara,105.25,915642.0,0.25
1891,2018,karnataka,chamarajanagara,71.887497,974815.0,0.25
1892,2000,himachalpradesh,chamba,,16456.343288826425,0.27
1893,2001,himachalpradesh,chamba,,17295.167603654252,0.27
1894,2002,himachalpradesh,chamba,,18137.714511595223,0.27
1895,2003,himachalpradesh,chamba,,19352.52073085032,0.27
1896,2004,himachalpradesh,chamba,,37776.38945663378,0.27
1897,2005,himachalpradesh,chamba,,41021.14045059638,0.27
1898,2006,himachalpradesh,chamba,,44248.06314239435,0.27
1899,2007,himachalpradesh,chamba,,46998.9701663967,0.27
1900,2008,himachalpradesh,chamba,,49293.472654984536,0.27
1901,2009,himachalpradesh,chamba,,51967.717979678986,0.27
1902,2010,himachalpradesh,chamba,,56319.60653806508,0.27
1903,2011,himachalpradesh,chamba,,60536.0,0.27
1904,2012,himachalpradesh,chamba,,64519.0,0.27
1905,2013,himachalpradesh,chamba,,69398.0,0.27
1906,2014,himachalpradesh,chamba,,74553.0,0.27
1907,2015,himachalpradesh,chamba,,80563.0,0.27
1908,2016,himachalpradesh,chamba,,88112.0,0.27
1909,2017,himachalpradesh,chamba,,93525.0,0.27
1910,2018,himachalpradesh,chamba,50.0,99218.0,0.27
1911,2000,uttarakhand,champawat,,15934.292630263084,0.29
1912,2001,uttarakhand,champawat,,16690.35467924314,0.29
1913,2002,uttarakhand,champawat,,18253.136200920508,0.29
1914,2003,uttarakhand,champawat,,19696.87277686232,0.29
1915,2004,uttarakhand,champawat,,43081.90793963752,0.29
1916,2005,uttarakhand,champawat,11.75,49190.07507393645,0.29
1917,2006,uttarakhand,champawat,,55116.54356563282,0.29
1918,2007,uttarakhand,champawat,21.0,64750.43755213468,0.29
1919,2008,uttarakhand,champawat,8.75,71643.38818533404,0.29
1920,2009,uttarakhand,champawat,14.9,83904.18063244104,0.29
1921,2010,uttarakhand,champawat,21.049999,92718.49776294836,0.29
1922,2011,uttarakhand,champawat,,101960.0,0.29
1923,2012,uttarakhand,champawat,10.55,109528.0,0.29
1924,2013,uttarakhand,champawat,,117778.0,0.29
1925,2014,uttarakhand,champawat,,125702.0,0.29
1926,2015,uttarakhand,champawat,21.549999,136144.0,0.29
1927,2016,uttarakhand,champawat,30.5,150303.0,0.29
1928,2017,uttarakhand,champawat,,162205.0,0.29
1929,2018,uttarakhand,champawat,,166519.0,0.29
1930,2000,uttarpradesh,chandauli,182.5,198838.77708154044,0.3
1931,2000,uttarpradesh,chandauli,182.5,198838.77708154044,0.3
1932,2001,uttarpradesh,chandauli,,202456.06096170397,0.3
1933,2001,uttarpradesh,chandauli,,202456.06096170397,0.3
1934,2002,uttarpradesh,chandauli,140.0,209007.1844987091,0.3
1935,2002,uttarpradesh,chandauli,140.0,209007.1844987091,0.3
1936,2003,uttarpradesh,chandauli,,220011.87912005163,0.3
1937,2003,uttarpradesh,chandauli,,220011.87912005163,0.3
1938,2004,uttarpradesh,chandauli,172.75,407921.1791392405,0.3
1939,2004,uttarpradesh,chandauli,172.75,407921.1791392405,0.3
1940,2005,uttarpradesh,chandauli,,431731.25103797467,0.3
1941,2005,uttarpradesh,chandauli,,431731.25103797467,0.3
1942,2006,uttarpradesh,chandauli,,466022.3453164557,0.3
1943,2006,uttarpradesh,chandauli,,466022.3453164557,0.3
1944,2007,uttarpradesh,chandauli,,495890.4340253165,0.3
1945,2007,uttarpradesh,chandauli,,495890.4340253165,0.3
1946,2008,uttarpradesh,chandauli,,533571.6164050633,0.3
1947,2008,uttarpradesh,chandauli,,533571.6164050633,0.3
1948,2009,uttarpradesh,chandauli,,566760.9320506329,0.3
1949,2009,uttarpradesh,chandauli,,566760.9320506329,0.3
1950,2010,uttarpradesh,chandauli,,612018.6082025316,0.3
1951,2010,uttarpradesh,chandauli,,612018.6082025316,0.3
1952,2011,uttarpradesh,chandauli,,645132.0,0.3
1953,2011,uttarpradesh,chandauli,,645132.0,0.3
1954,2012,uttarpradesh,chandauli,,673552.0,0.3
1955,2012,uttarpradesh,chandauli,,673552.0,0.3
1956,2013,uttarpradesh,chandauli,,707469.0,0.3
1957,2013,uttarpradesh,chandauli,,707469.0,0.3
1958,2014,uttarpradesh,chandauli,,729686.0,0.3
1959,2014,uttarpradesh,chandauli,,729686.0,0.3
1960,2015,uttarpradesh,chandauli,,792049.0,0.3
1961,2015,uttarpradesh,chandauli,,792049.0,0.3
1962,2016,uttarpradesh,chandauli,21.799999,888453.0,0.3
1963,2016,uttarpradesh,chandauli,21.799999,888453.0,0.3
1964,2017,uttarpradesh,chandauli,,922458.0,0.3
1965,2017,uttarpradesh,chandauli,,922458.0,0.3
1966,2018,uttarpradesh,chandauli,82.824089,949184.0,0.3
1967,2018,uttarpradesh,chandauli,82.824089,949184.0,0.3
1968,2000,chandigarh,chandigarh,121.0,5084.436454588088,0.39
1969,2001,chandigarh,chandigarh,,5530.544005002344,0.39
1970,2002,chandigarh,chandigarh,,6227.661403783023,0.39
1971,2003,chandigarh,chandigarh,,6904.5552602782545,0.39
1972,2004,chandigarh,chandigarh,138.0,10773.250271761854,0.39
1973,2005,chandigarh,chandigarh,138.0,11951.087883602308,0.39
1974,2006,chandigarh,chandigarh,140.0,13717.844301362991,0.39
1975,2007,chandigarh,chandigarh,55.666668,14730.048499038381,0.39
1976,2008,chandigarh,chandigarh,,15837.102600551887,0.39
1977,2009,chandigarh,chandigarh,80.0,16658.19132034451,0.39
1978,2010,chandigarh,chandigarh,36.0,16655.359979931432,0.39
1979,2011,chandigarh,chandigarh,48.666668,16930,0.39
1980,2012,chandigarh,chandigarh,31.966667,18305,0.39
1981,2013,chandigarh,chandigarh,42.333332,19813,0.39
1982,2014,chandigarh,chandigarh,52.5,20353,0.39
1983,2015,chandigarh,chandigarh,38.5,22058,0.39
1984,2016,chandigarh,chandigarh,,23842,0.39
1985,2017,chandigarh,chandigarh,43.111111,25289,0.39
1986,2018,chandigarh,chandigarh,11.0,26654,0.39
1987,2000,maharashtra,chandrapur,135.9641,285492.42138092796,0.3
1988,2001,maharashtra,chandrapur,140.27954,295577.6704133988,0.3
1989,2002,maharashtra,chandrapur,157.40909,315961.0747709448,0.3
1990,2003,maharashtra,chandrapur,,340363.9329582936,0.3
1991,2004,maharashtra,chandrapur,174.38095,599028.1154943785,0.3
1992,2005,maharashtra,chandrapur,186.51485,685815.41856348,0.3
1993,2006,maharashtra,chandrapur,213.40994,780279.5182740722,0.3
1994,2007,maharashtra,chandrapur,175.97368,871096.2491881064,0.3
1995,2008,maharashtra,chandrapur,148.66856,884779.143581586,0.3
1996,2009,maharashtra,chandrapur,148.33333,970264.8556553777,0.3
1997,2010,maharashtra,chandrapur,,1080814.2888602451,0.3
